Player ID:,1185511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Player Name:,Tony Weber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,Date,Pitch ID,Pitch Type,Is Strike,Strike Zone Side,Strike Zone Height,Velocity,Total Spin,True Spin (release),Spin Efficiency (release),Spin Direction,Spin Confidence,VB (trajectory),HB (trajectory),SSW VB,SSW HB,VB (spin),HB (spin),Horizontal Angle,Release Angle,Release Height,Release Side,Gyro Degree (deg),Unique ID,Device Serial Number,SO - latLongConfidence,SO - latitude,SO - longitude,SO - rotMatConfidence,SO - timestamp,SO - Xx,SO - Xy,SO - Xz,SO - Yx,SO - Yy,SO - Yz,SO - Zx,SO - Zy,SO - Zz,Horizontal Approach Angle,Vertical Approach Angle,Session Name,Intent Type,Release Extension (ft)
20,Sat Dec 06 2025 6:15:56 PM,1765044956,Fastball,N,12.58,45.46,83.43,1973.44,1838.2,93.15,1:00,1,13.4,19.2,-,-,-,-,0.74,0.02,6.17,0.18,21.33,-,MTD-22117O95312,,,,,,,,,,,,,,,-,-,TonyWebber,high_intent,-
21,Sat Dec 06 2025 6:15:33 PM,1765044933,ChangeUp,N,24.34,19.2,74.84,1100.41,1100.4,100,2:40,1,-1.5,18.7,-,-,-,-,-0.18,0.73,5.56,0.29,0.05,-,MTD-22117O95312,,,,,,,,,,,,,,,-,-,TonyWebber,high_intent,-
22,Sat Dec 06 2025 6:15:13 PM,1765044913,Slider,N,-10.47,50.97,71.04,2079.21,1623.2,78.07,8:20,1,3.3,-20.2,-,-,-,-,-0.68,3.36,5.63,0.14,38.68,-,MTD-22117O95312,,,,,,,,,,,,,,,-,-,TonyWebber,high_intent,-
23,Sat Dec 06 2025 6:14:51 PM,1765044891,Fastball,N,12.71,53.32,81.78,1856.52,1561.7,84.12,1:46,1,17.4,14.3,-,-,-,-,-0.04,0.31,6.28,-0.17,32.74,-,MTD-22117O95312,,,,,,,,,,,,,,,-,-,TonyWebber,high_intent,-
24,Sat Dec 06 2025 6:14:33 PM,1765044873,Slider,N,14.21,31.14,66.29,2517.95,1768,70.22,7:28,1,-18.4,-21.8,-,-,-,-,-2.9,4.07,6,0.15,45.4,-,MTD-22117O95312,,,,,,,,,,,,,,,-,-,TonyWebber,high_intent,-
25,Sat Dec 06 2025 6:14:14 PM,1765044854,Slider,N,29.72,37.83,76.1,1386.43,1383.7,99.81,2:24,1,-1.1,20.9,-,-,-,-,-0.31,1.57,5.84,0.43,3.56,-,MTD-22117O95312,,,,,,,,,,,,,,,-,-,TonyWebber,high_intent,-
26,Sat Dec 06 2025 6:13:57 PM,1765044837,Slider,N,-16.03,34.34,72.24,2116.65,1345,63.54,10:00,1,6.5,-13.5,-,-,-,-,0.56,1.57,5.67,0.33,50.55,-,MTD-22117O95312,,,,,,,,,,,,,,,-,-,TonyWebber,high_intent,-
27,Sat Dec 06 2025 6:13:12 PM,1765044792,Fastball,N,19.71,32.71,79.65,1951.24,1837.3,94.16,12:42,1,16.4,14.4,-,-,-,-,-0.29,-1.12,6.18,0.15,19.68,-,MTD-22117O95312,,,,,,,,,,,,,,,-,-,TonyWebber,high_intent,-
28,Sat Dec 06 2025 6:12:52 PM,1765044772,Fastball,N,15.13,36.12,81.44,2082.54,1965.5,94.38,1:28,1,20.6,16.6,-,-,-,-,0.03,-1.38,6.01,-0.1,19.3,-,MTD-22117O95312,,,,,,,,,,,,,,,-,-,TonyWebber,high_intent,-
29,Sat Dec 06 2025 6:12:28 PM,1765044748,Fastball,Y,-2.48,34.19,81.01,2093.38,2056.2,98.22,1:10,1,21,16.9,-,-,-,-,1.71,-1.66,6.2,0.04,10.81,-,MTD-22117O95312,,,,,,,,,,,,,,,-,-,TonyWebber,high_intent,-
30,Sat Dec 06 2025 6:12:09 PM,1765044729,Fastball,N,-3.86,45.68,79.16,2019.18,1807.3,89.51,1:40,1,19.9,15.6,-,-,-,-,1.76,-0.17,6.14,0.1,26.48,-,MTD-22117O95312,,,,,,,,,,,,,,,-,-,TonyWebber,high_intent,-
31,Sat Dec 06 2025 6:11:49 PM,1765044709,Fastball,Y,-9.63,34.84,81.25,1913.37,1801.6,94.16,12:54,1,17.9,15.3,-,-,-,-,2.27,-1.14,6.16,0.14,19.68,-,MTD-22117O95312,,,,,,,,,,,,,,,-,-,TonyWebber,high_intent,-
